City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
365,lorengau,-2.0226,147.2712,28.25,71,100,2.33,PG,1675547136
366,lensk,60.7253,114.9278,-23.08,100,100,0.81,RU,1675547137
367,novoseleznevo,55.6821,69.2056,-16.49,100,99,1.49,RU,1675547137
368,pakxan,18.3778,103.6601,19.96,94,81,0.68,LA,1675547138
369,kruisfontein,-34.0033,24.7314,21.45,65,80,1.77,ZA,1675547036
370,nioro,13.35,-15.75,28.05,12,86,4.09,GM,1675547138
371,cherskiy,68.75,161.3,-38.11,100,97,1.93,RU,1675547139
372,altay,47.8667,88.1167,-6.38,90,100,0.49,CN,1675547139
373,san rafael,-34.6177,-68.3301,31.25,16,0,5.84,AR,1675547140
374,zyryanka,65.75,150.85,-27.38,98,100,3.21,RU,1675546970
375,doha,25.2867,51.5333,16.99,59,0,2.57,QA,1675546852
376,tayoltita,24.0833,-105.9333,27.36,20,68,3.14,MX,1675547141
377,meulaboh,4.1363,96.1285,23.86,88,98,1.65,ID,1675547141
378,cabo san lucas,22.8909,-109.9124,26.61,47,0,3.6,MX,1675547142
379,dudinka,69.4058,86.1778,-11.32,96,100,3.47,RU,1675547142
380,bengkulu,-3.8004,102.2655,23.31,89,100,2.07,ID,1675547143
381,garowe,8.4054,48.4845,18.67,71,69,5.71,SO,1675547030
382,sao gabriel da cachoeira,-0.1303,-67.0892,25.16,95,98,0.34,BR,1675547145
383,san ramon,37.7799,-121.978,15.42,88,100,6.17,US,1675547088
384,nome,64.5011,-165.4064,-10.96,85,100,3.6,US,1675546991
385,bethel,41.3712,-73.414,-7.02,36,20,3.09,US,1675547146
386,starogard gdanski,53.964,18.5264,-1.74,100,99,2.78,PL,1675547147
387,vardo,70.3705,31.1107,-9.01,79,85,5.66,NO,1675547147
388,impfondo,1.6381,18.0667,25.57,35,100,0.91,CG,1675546896
389,soe,-9.8607,124.284,19.41,97,100,1.78,ID,1675547148
390,dingle,10.9995,122.6711,23.25,95,94,3.7,PH,1675547149
391,ambilobe,-13.2,49.05,23.24,96,99,0.59,MG,1675547149
392,zenzeli,45.9241,47.0474,-2.21,89,100,2.46,RU,1675547149
393,sao joao da barra,-21.6403,-41.0511,30.05,90,7,6.42,BR,1675547150
394,biltine,14.5333,20.9167,23.31,12,100,3.36,TD,1675547150
395,bajitpur,24.2167,90.95,14.04,55,100,1.19,BD,1675547151
396,guatire,10.4762,-66.5427,26.78,78,60,2.18,VE,1675547151
397,junin,-34.5838,-60.9433,28.83,46,0,2.6,AR,1675546948
398,ostersund,63.1792,14.6357,-5.75,68,40,4.63,SE,1675547152
399,hasaki,35.7333,140.8333,2.9,57,4,7.69,JP,1675547152
400,mandalgovi,45.7625,106.2708,-11.89,52,100,3.21,MN,1675547153
401,hofn,64.2539,-15.2082,0.47,60,52,3.32,IS,1675547102
402,anchorage,61.2181,-149.9003,-2.43,91,100,1.54,US,1675546980
403,skibbereen,51.55,-9.2667,5.06,88,48,4.5,IE,1675547154
404,yulara,-25.2406,130.9889,19.85,31,0,5.15,AU,1675547155
405,pahalgam,34.0333,75.3333,-5.85,56,20,4.94,IN,1675547155
406,khash,28.2211,61.2158,10.17,62,0,1.82,IR,1675547156
407,seminole,28.7086,-81.2081,22.45,58,20,8.75,US,1675547156
408,lebu,-37.6167,-73.65,17.05,86,57,2.24,CL,1675547157
409,fare,-16.7,-151.0167,27.33,73,18,7.68,PF,1675547158
410,oxapampa,-10.5775,-75.4017,17.25,91,97,0.79,PE,1675547158
411,san quintin,30.4833,-115.95,17.9,54,0,4.27,MX,1675546861
412,san miguel,13.4833,-88.1833,37.78,20,0,4.12,SV,1675547159
413,saint-pierre,-21.3393,55.4781,25.82,83,75,2.06,RE,1675547159
414,la ronge,55.1001,-105.2842,-11.86,72,100,1.03,CA,1675547160
415,teruel,40.6667,-0.6667,0.84,48,0,1.48,ES,1675547160
416,rio grande,-32.035,-52.0986,28.06,67,0,6.93,BR,1675547129
417,ust-nera,64.5667,143.2,-33.43,99,100,0.6,RU,1675547161
418,kavieng,-2.5744,150.7967,27.98,73,97,2.14,PG,1675547162
419,wanning,18.8003,110.3967,22.22,92,100,3.17,CN,1675546958
420,hambantota,6.1241,81.1185,24.19,100,40,2.06,LK,1675547163
421,dwarka,22.2394,68.9678,20.43,65,59,4.43,IN,1675547164
422,aktau,43.65,51.2,-1.68,83,52,3.56,KZ,1675547165
423,port moresby,-9.4431,147.1797,24.68,88,40,5.14,PG,1675547033
424,poya,-21.35,165.15,29.77,71,60,1.63,NC,1675547248
425,tiznit,29.5833,-9.5,10.51,45,6,1.07,MA,1675547250
426,boca do acre,-8.7522,-67.3978,23.57,95,100,0.7,BR,1675547251
427,road town,18.4167,-64.6167,26.05,83,40,4.63,VG,1675547016
428,sarangani,5.4033,125.4636,27.21,73,100,7.67,PH,1675547252
429,onega,63.9061,38.1404,-14.4,100,100,1.23,RU,1675547252
430,inhuma,-6.6683,-41.7078,29.24,37,99,2.4,BR,1675547253
431,kiunga,-6.1219,141.2906,22.84,100,100,0.9,PG,1675547253
432,srednekolymsk,67.45,153.6833,-35.85,100,100,1.38,RU,1675547254
433,den helder,52.9599,4.7593,7.79,99,75,3.13,NL,1675547013
434,orcopampa,-15.2661,-72.3417,10.08,83,95,3.13,PE,1675547254
435,wad madani,14.4012,33.5199,23.33,19,92,5.65,SD,1675547262
436,vanavara,60.34,102.2797,-21.02,100,97,0.95,RU,1675547262
437,monrovia,6.3005,-10.7969,25.87,88,52,3.2,LR,1675547263
438,zihuatanejo,17.6333,-101.55,30.05,62,20,4.63,MX,1675547263
439,bell ville,-32.6259,-62.6887,28.7,25,0,3.28,AR,1675547264
440,letlhakane,-21.4167,25.5833,23.7,66,99,5.48,BW,1675547264
441,deming,32.2687,-107.7586,17.94,19,0,3.09,US,1675547265
442,sidi ali,36.0998,0.4206,8.33,78,0,0.99,DZ,1675547265
443,batagay,67.6333,134.6333,-41.28,99,100,0.62,RU,1675547266
444,turinsk,58.0458,63.696,-19.21,96,74,1.89,RU,1675547266
445,ilhabela,-23.7781,-45.3581,26.63,82,88,2.36,BR,1675547267
446,belaya gora,68.5333,146.4167,-37.72,100,98,1.79,RU,1675546975
447,tapes,-30.6733,-51.3958,24.46,64,49,4.68,BR,1675547267
448,sampit,-2.5333,112.95,22.58,98,100,0.75,ID,1675547268
449,nagornyy,52.7959,83.5498,-19.8,100,98,1.73,RU,1675547268
450,paris,48.8534,2.3488,9.32,85,100,4.63,FR,1675546840
451,hailey,43.5196,-114.3153,4.39,62,0,0.0,US,1675547414
452,udachnyy,66.4167,112.4,-41.42,72,81,0.12,RU,1675547415
453,caravelas,-17.7125,-39.2481,26.26,82,12,4.81,BR,1675547416
454,mount gambier,-37.8333,140.7667,14.52,78,100,1.48,AU,1675547417
455,tamiahua,21.2667,-97.45,20.16,55,92,3.76,MX,1675547418
456,coahuayana,18.7333,-103.6833,30.3,37,0,3.46,MX,1675547419
457,aguimes,27.9054,-15.4461,13.7,77,40,3.6,ES,1675547420
458,kargil,34.5667,76.1,-22.17,85,82,1.55,IN,1675547422
459,denizli,37.8402,29.0698,3.14,90,99,0.68,TR,1675547423
460,khani,41.9563,42.9566,1.76,63,100,2.54,GE,1675547424
461,gat,31.61,34.7642,12.44,100,72,3.59,IL,1675547425
462,bandarbeyla,9.4942,50.8122,23.7,67,92,6.78,SO,1675547426
463,salo,45.6086,10.531,10.18,73,45,2.28,IT,1675547427
464,san giovanni in fiore,39.2633,16.6996,-0.68,62,46,5.17,IT,1675547428
465,ashdod,31.8167,34.65,12.33,92,74,4.87,IL,1675547429
466,camopi,3.1655,-52.3158,22.5,98,100,2.03,GF,1675547429
467,grindavik,63.8424,-22.4338,2.97,80,75,6.69,IS,1675547430
468,vila praia de ancora,41.811,-8.8526,10.06,69,0,2.29,PT,1675547431
469,bairiki,1.3292,172.9752,29.0,79,40,4.63,KI,1675547432
470,zyryanskoye,56.8306,86.6258,-22.12,100,100,0.39,RU,1675547432
471,calama,-22.4667,-68.9333,22.27,35,40,10.29,CL,1675547144
472,isangel,-19.55,169.2667,29.06,89,75,1.54,VU,1675547433
473,mahenge,-8.6833,36.7167,16.9,94,56,0.4,TZ,1675547434
474,xapuri,-10.6517,-68.5044,24.44,96,97,0.75,BR,1675547434
475,jorhat,26.75,94.2167,14.52,57,0,1.45,IN,1675547435
476,lakhdenpokhya,61.5198,30.1992,-18.6,98,9,2.14,RU,1675547435
477,jiangyou,31.7667,104.7167,10.1,70,100,0.96,CN,1675547436
478,inta,66.0317,60.1659,-12.83,96,96,3.34,RU,1675547437
479,coos bay,43.3665,-124.2179,13.99,73,75,3.09,US,1675547437
480,kashi,39.4547,75.9797,-2.44,74,99,4.0,CN,1675547438
481,beringovskiy,63.05,179.3167,-28.62,87,43,6.81,RU,1675547438
482,iskateley,67.6803,53.1512,-16.86,98,55,3.23,RU,1675547439
483,waiuku,-37.25,174.75,24.92,75,29,3.99,NZ,1675547439
484,mount pleasant,32.7941,-79.8626,12.27,63,0,4.63,US,1675547142
485,foumban,5.7291,10.9001,21.77,24,59,1.88,CM,1675547440
486,clyde river,70.4692,-68.5914,-27.87,57,75,6.69,CA,1675547441
487,djambala,-2.5447,14.7533,22.83,72,98,1.81,CG,1675547441
488,tiarei,-17.5333,-149.3333,30.01,77,45,7.65,PF,1675547441
489,tenenkou,14.4572,-4.9169,23.84,13,40,5.02,ML,1675547442
490,kemijarvi,66.7131,27.4306,-16.22,97,100,1.45,FI,1675547443
491,nizhnyaya omka,55.4338,74.9426,-21.25,100,100,1.12,RU,1675547443
492,mananara,-16.1667,49.7667,23.54,95,78,1.71,MG,1675547444
493,rajshahi,24.3667,88.6,14.84,49,2,2.69,BD,1675547349
494,san ramon de la nueva oran,-23.1322,-64.326,29.12,56,100,0.77,AR,1675547446
495,marawi,7.9986,124.2928,18.78,90,100,0.65,PH,1675547447
496,patrocinio,-18.9439,-46.9925,20.28,90,95,1.55,BR,1675547447
497,assare,-6.8744,-39.875,26.0,43,29,1.94,BR,1675547448
498,hasanabad,36.5465,61.0543,6.04,70,80,0.85,IR,1675547449
499,merauke,-8.4667,140.3333,24.91,90,100,2.75,ID,1675547450
500,auki,-8.7676,160.7034,27.54,84,100,2.64,SB,1675547450
501,leningradskiy,69.3833,178.4167,-32.4,99,100,2.05,RU,1675547451
502,aykino,62.2248,49.9922,-20.8,100,100,0.71,RU,1675547451
503,general pico,-35.6566,-63.7568,32.09,22,0,1.63,AR,1675547452
504,adrar,20.5022,-10.0711,16.67,16,100,4.84,MR,1675547452
505,mackay,-21.15,149.2,30.38,82,100,2.24,AU,1675547453
506,saint-augustin,51.226,-58.6502,-13.01,81,61,8.76,CA,1675547453
507,aripuana,-9.1667,-60.6333,24.29,95,100,1.28,BR,1675547216
508,cedar city,37.6775,-113.0619,10.54,35,0,6.69,US,1675547454
509,ahuimanu,21.4447,-157.8378,22.42,88,100,4.12,US,1675547454
510,pimentel,-6.8367,-79.9342,27.16,61,0,8.23,PE,1675547455
511,omsukchan,62.5333,155.8,-30.73,98,100,1.88,RU,1675547455
512,luau,-10.7073,22.2247,16.52,99,100,1.32,AO,1675547455
513,kapoeta,4.7717,33.5903,28.91,27,54,2.6,SS,1675547456
514,kutum,14.2,24.6667,16.24,18,99,3.41,SD,1675547456
515,pokhara,28.2333,83.9833,12.34,46,5,2.15,NP,1675547457
516,mikumi,-7.4041,36.9831,20.77,96,97,0.95,TZ,1675547457
517,mikhaylovka,50.06,43.2379,-4.61,96,99,3.55,RU,1675547458
518,bambanglipuro,-7.95,110.2833,25.32,85,100,5.94,ID,1675547458
519,baker city,44.7749,-117.8344,5.88,52,75,6.69,US,1675547399
520,gloucester,51.8657,-2.2431,9.55,84,100,3.13,GB,1675547459
521,pemberton,50.3164,-122.8027,5.83,100,99,2.05,CA,1675547460
522,aquidauana,-20.4711,-55.7872,26.84,65,48,0.59,BR,1675547460
523,isla vista,34.4133,-119.861,22.22,63,0,2.06,US,1675547461
524,karasburg,-28.0167,18.75,22.21,34,18,4.08,NA,1675547461
525,grand gaube,-20.0064,57.6608,26.22,82,97,1.34,MU,1675547462
526,naya bazar,27.1333,88.2667,14.44,75,34,1.95,IN,1675547463
527,broome,42.2506,-75.833,-7.39,60,100,4.63,US,1675547464
528,uberlandia,-18.9186,-48.2772,28.56,51,20,3.6,BR,1675547299
529,salaverry,-8.2333,-78.9667,23.21,83,88,3.37,PE,1675547466
530,vieste,41.8825,16.175,7.25,50,96,13.53,IT,1675547467
531,sabang,5.8933,95.3214,27.2,74,96,5.27,ID,1675547469
532,elat,29.5581,34.9482,13.91,44,0,0.0,IL,1675547471
533,karangampel,-6.4622,108.4519,25.05,88,100,3.33,ID,1675547473
534,manokwari,-0.8667,134.0833,24.94,85,100,1.87,ID,1675547475
535,riyadh,24.6877,46.7219,16.08,54,0,5.18,SA,1675547207
536,palana,59.1167,159.9667,-22.48,99,92,1.8,RU,1675547479
537,san cristobal,7.7669,-72.225,26.1,43,23,1.84,VE,1675547481
538,radhanpur,23.8333,71.6,18.79,26,1,2.78,IN,1675547482
539,shingu,33.7333,135.9833,1.78,78,12,3.05,JP,1675547483
540,bundaberg,-24.85,152.35,27.34,86,43,1.34,AU,1675547484
541,timmins,48.4669,-81.3331,-13.1,78,100,5.14,CA,1675547305
542,bayan,46.0833,127.4,-17.37,98,100,1.12,CN,1675547485
543,la ermita,20.4139,-101.9936,25.67,17,2,1.19,MX,1675547486
544,taoudenni,22.6783,-3.9836,15.76,35,100,5.54,ML,1675547487
545,sakakah,29.9697,40.2064,6.76,63,1,3.16,SA,1675547488
546,richards bay,-28.783,32.0377,22.09,90,16,1.48,ZA,1675547488
547,bayeux,-7.125,-34.9322,28.35,74,20,5.66,BR,1675547489
548,parys,48.8534,2.3488,9.32,86,100,4.12,FR,1675547419
549,igarka,67.4667,86.5833,-14.08,96,100,3.46,RU,1675547490
550,brae,60.3964,-1.353,5.72,66,55,9.87,GB,1675547490
551,huarmey,-10.0681,-78.1522,23.93,74,73,4.18,PE,1675547491
552,vestmannaeyjar,63.4427,-20.2734,4.69,76,100,9.9,IS,1675547491
553,paragominas,-2.9667,-47.4833,23.47,95,67,1.34,BR,1675547491
554,mikkeli,61.6886,27.2723,-16.59,92,0,1.54,FI,1675547492
555,port lincoln,-34.7333,135.8667,17.37,70,58,2.12,AU,1675547492
556,buala,-8.145,159.5921,26.74,85,100,2.66,SB,1675547493
557,hobyo,5.3505,48.5268,23.82,73,70,6.85,SO,1675547494
558,oranjemund,-28.55,16.4333,17.18,96,13,3.46,NA,1675547494
559,takoradi,4.8845,-1.7554,26.25,85,89,3.72,GH,1675547495
560,bud,39.447,-86.1758,8.01,48,87,7.02,US,1675547495
561,qaqortoq,60.7167,-46.0333,-4.32,74,98,10.22,GL,1675547496
562,dauphin,51.1494,-100.0502,-7.92,79,100,2.57,CA,1675547496
563,whitianga,-36.8333,175.7,21.58,72,27,3.27,NZ,1675547359
564,barra,-11.0894,-43.1417,27.49,59,42,1.22,BR,1675547497
565,nikki,9.9401,3.2108,28.93,13,30,1.65,BJ,1675547497
566,najran,17.4924,44.1277,17.36,50,48,1.18,SA,1675547204
567,ulaangom,49.9811,92.0667,-26.82,91,70,1.2,MN,1675547498
568,engels,51.5,46.1167,-11.45,98,91,1.62,RU,1675547282
569,baisha,26.5222,110.9311,6.37,92,100,0.48,CN,1675547499
570,verkhnevilyuysk,63.4453,120.3167,-35.66,100,100,1.78,RU,1675547499
571,gizo,-8.103,156.8419,28.04,76,91,3.25,SB,1675547500
572,vanino,49.0869,140.2543,-23.12,93,46,1.96,RU,1675547500
573,boden,65.8252,21.6886,-20.0,97,100,0.28,SE,1675547501
574,pangnirtung,66.1451,-65.7125,-36.61,98,75,1.08,CA,1675547501
575,majagual,8.5389,-74.6204,32.56,47,67,1.44,CO,1675547502
576,wichita falls,33.9137,-98.4934,17.36,36,0,10.28,US,1675547502
577,burgeo,47.6167,-57.6152,-9.59,84,100,18.09,CA,1675547503
578,antofagasta,-23.65,-70.4,23.6,72,1,2.84,CL,1675546969
579,yumen,40.2833,97.2,-3.17,39,100,6.62,CN,1675547503
